DateTime,EuroBuyAtUSD,EuroSellAtUSD,VolumeTrade
20180911 050145683,1.16133,1.16139,0
20180903 112410257,1.1623299999999999,1.1623700000000001,0
20180911 113232117,1.1587399999999999,1.15878,0
20180925 111921240,1.1773,1.1773200000000001,0
20180925 041915310,1.17402,1.1740700000000002,0
20180904 154821273,1.15783,1.1578600000000001,0
20180917 040906143,1.1648399999999999,1.1649,0
20180921 064903457,1.1769399999999999,1.17698,0
20180925 171608943,1.17678,1.17695,0
20180912 114426377,1.16321,1.16326,0
20180906 102102923,1.16323,1.16327,0
20180925 093417503,1.17767,1.17773,0
20180928 113409220,1.16175,1.16177,0
20180907 104918947,1.15801,1.15805,0
20180904 043302617,1.15641,1.15644,0
20180903 040050320,1.16085,1.16088,0
20180904 234125957,1.15962,1.1596600000000001,0
20180919 042858063,1.17064,1.17067,0
20180917 103130363,1.16917,1.16921,0
20180924 222040093,1.17321,1.17327,0
20180907 121106447,1.15641,1.15647,0
20180904 115730057,1.1568200000000002,1.15686,0
20180920 130946827,1.1763700000000001,1.17641,0
20180905 101019637,1.16251,1.1625299999999998,0
20180906 132524150,1.16163,1.16167,0
20180924 021357253,1.1736799999999998,1.17372,0
20180904 003504647,1.16055,1.16058,0
20180926 081518847,1.1735,1.17355,0
20180903 034749570,1.16154,1.1616,0
20180924 065537217,1.17672,1.17678,0
20180924 091358947,1.1794200000000001,1.1794799999999999,0
20180927 190628327,1.1634,1.1634200000000001,0
20180911 091257640,1.15852,1.15855,0
20180920 073034120,1.17315,1.1732,0
20180911 080957167,1.15701,1.15703,0
20180912 132803377,1.1634799999999998,1.16353,0
20180911 092840387,1.15842,1.15847,0
20180906 013358993,1.1624,1.16245,0
20180904 122556300,1.15672,1.15675,0
20180917 210112277,1.16727,1.16731,0
20180911 020207217,1.16173,1.16181,0
20180920 052920883,1.1704,1.1704299999999999,0
20180906 043353220,1.1633200000000001,1.16335,0
20180927 163704347,1.16415,1.1642,0
20180927 202722317,1.16398,1.16401,0
20180925 205525167,1.17603,1.17606,0
20180926 212550737,1.1747299999999998,1.17478,0
20180906 144719137,1.1626299999999998,1.16265,0
20180920 123922080,1.1755,1.17554,0
20180911 081622400,1.15839,1.15845,0
20180925 064321527,1.17612,1.17615,0
20180927 043222437,1.1713200000000001,1.17137,0
20180909 200217517,1.15594,1.156,0
20180927 011225460,1.1724700000000001,1.17251,0
20180928 005818280,1.16438,1.16441,0
20180918 091913710,1.17106,1.1711,0
20180914 120759463,1.16451,1.16457,0
20180911 071805910,1.15829,1.1583299999999999,0
20180918 005607497,1.16929,1.16933,0
20180911 063147170,1.15836,1.1584,0
20180904 030614377,1.1577,1.15774,0
20180921 064804207,1.1769399999999999,1.17696,0
20180924 143343907,1.1758,1.17584,0
20180921 162441143,1.1754,1.17544,0
20180905 060817920,1.1573200000000001,1.15736,0
20180919 041850567,1.17125,1.17127,0
20180905 132143593,1.16283,1.16287,0
20180912 135555857,1.1638700000000002,1.16392,0
20180925 112355240,1.17703,1.17707,0
20180920 074522867,1.17446,1.17449,0
20180928 083529490,1.1579,1.15791,0
20180927 065935417,1.17194,1.17198,0
20180905 140317357,1.16232,1.16235,0
20180912 220313537,1.16335,1.16341,0
20180902 221646617,1.15978,1.15982,0
20180921 074235200,1.1767299999999998,1.17677,0
20180903 003324097,1.16036,1.16039,0
20180928 024548017,1.16248,1.1625,0
20180913 023034497,1.16304,1.16309,0
20180907 030537520,1.16422,1.16425,0
20180910 114255630,1.16051,1.16054,0
20180921 094601687,1.17333,1.17339,0
20180906 201440590,1.1618,1.16184,0
20180912 065745917,1.1582299999999999,1.15826,0
20180920 154843057,1.1780700000000002,1.17811,0
20180919 050906810,1.16988,1.1699,0
20180924 105225950,1.1787299999999998,1.17877,0
20180913 104302680,1.16699,1.16705,0
20180902 195019887,1.15964,1.1596799999999998,0
20180906 043509220,1.16325,1.16327,0
20180903 194945187,1.1615799999999998,1.16164,0
20180917 053825133,1.16554,1.16557,0
20180921 031920227,1.1790399999999999,1.1791,0
20180906 032156480,1.16296,1.163,0
20180918 102309703,1.16992,1.16994,0
20180914 134937197,1.1629399999999999,1.16299,0
20180927 105543387,1.16878,1.1688,0
20180924 103207437,1.17829,1.17832,0
