DateTime,EuroBuyAtUSD,EuroSellAtUSD,VolumeTrade
20180926 143201787,1.1760700000000002,1.17611,0
20180905 022036687,1.1583,1.15834,0
20180907 114645187,1.1575600000000001,1.15759,0
20180911 065956163,1.15846,1.15849,0
20180916 232846927,1.1634799999999998,1.16353,0
20180904 090234827,1.15585,1.1558899999999999,0
20180921 031942493,1.1792,1.17921,0
20180917 164709803,1.16839,1.16845,0
20180904 094914323,1.15498,1.1550200000000002,0
20180926 065322590,1.17499,1.1750399999999999,0
20180913 085928430,1.1678600000000001,1.16791,0
20180927 085740653,1.1676,1.16764,0
20180913 200849837,1.16885,1.16889,0
20180905 131610847,1.1628100000000001,1.16285,0
20180907 153018653,1.15588,1.15593,0
20180918 125449173,1.1661700000000002,1.16622,0
20180904 232708960,1.1597600000000001,1.1597899999999999,0
20180918 203028870,1.16725,1.16731,0
20180913 084413683,1.16711,1.16717,0
20180919 110302037,1.16719,1.16723,0
20180920 225342757,1.17813,1.1781700000000002,0
20180917 064130377,1.16587,1.16591,0
20180914 094556980,1.16707,1.16711,0
20180907 035030017,1.16422,1.16425,0
20180926 111858077,1.1746,1.17464,0
20180911 065321917,1.15846,1.15849,0
20180927 041628437,1.17135,1.1714,0
20180918 075557203,1.17049,1.17054,0
20180911 075831153,1.15814,1.15818,0
20180924 090758963,1.17889,1.17895,0
20180906 134745147,1.16163,1.1616799999999998,0
20180906 164216373,1.16234,1.16241,0
20180927 031048947,1.16981,1.16984,0
20180925 052411803,1.17616,1.1762,0
20180924 155900393,1.17455,1.17459,0
20180903 061742050,1.16046,1.16049,0
20180911 081136667,1.15716,1.15721,0
20180927 050904433,1.17083,1.17087,0
20180928 055154747,1.1596,1.15964,0
20180920 083657610,1.17667,1.17672,0
20180919 063025050,1.16935,1.16939,0
20180926 045209123,1.1770100000000001,1.1770399999999999,0
20180924 105558183,1.1789,1.17893,0
20180928 041232757,1.1623700000000001,1.1624,0
20180927 134246867,1.16616,1.1662299999999999,0
20180926 063255860,1.1757799999999998,1.17581,0
20180906 121036660,1.16212,1.1621700000000001,0
20180902 214151620,1.15975,1.1598,0
20180913 171318863,1.16909,1.16914,0
20180928 084000477,1.1573200000000001,1.15736,0
20180911 044942700,1.16106,1.16111,0
20180919 043006580,1.17111,1.1711799999999999,0
20180907 135848417,1.1562,1.1562299999999999,0
20180903 213833923,1.1601299999999999,1.16016,0
20180903 234640907,1.16005,1.16008,0
20180906 114149413,1.1619,1.16193,0
20180905 104612367,1.16211,1.16215,0
20180925 162121950,1.17669,1.17674,0
20180907 101920950,1.1575799999999998,1.15763,0
20180906 195124843,1.1623,1.16235,0
20180907 102205967,1.15788,1.1579,0
20180906 224837813,1.16183,1.1618700000000002,0
20180918 142632913,1.16689,1.1669,0
20180920 044901890,1.16961,1.16965,0
20180927 015727457,1.16983,1.16988,0
20180910 101051130,1.16049,1.1605299999999998,0
20180919 053509807,1.17021,1.1702299999999999,0
20180911 022725460,1.16192,1.16196,0
20180912 152952847,1.16244,1.16249,0
20180905 125723097,1.16177,1.16181,0
20180918 004739250,1.1696,1.16963,0
20180926 084037327,1.1734200000000001,1.17344,0
20180921 041909970,1.1778600000000001,1.17791,0
20180924 092545713,1.1811,1.18111,0
20180904 095138573,1.15448,1.1545,0
20180925 181553687,1.17658,1.17664,0
20180907 112938207,1.15801,1.15805,0
20180905 060720403,1.1574200000000001,1.15746,0
20180906 054334710,1.1619899999999999,1.16203,0
20180904 041009367,1.15649,1.15652,0
20180920 153009807,1.17838,1.1784299999999999,0
20180904 030718127,1.1576899999999999,1.15772,0
20180930 212337667,1.16015,1.1601700000000001,0
20180903 083237530,1.16103,1.16108,0
20180917 093438607,1.1688100000000001,1.16885,0
20180912 035841193,1.1597,1.15973,0
20180925 071103273,1.1762,1.17624,0
20180904 084748830,1.15641,1.1564299999999998,0
20180919 043432580,1.17117,1.17121,0
20180903 072504540,1.1613799999999999,1.1614200000000001,0
20180906 025859997,1.16185,1.1618899999999999,0
20180911 054856177,1.16042,1.16045,0
20180919 104702520,1.167,1.1670399999999999,0
20180921 092201453,1.1745700000000001,1.17459,0
20180907 000452553,1.16239,1.16244,0
20180912 114227377,1.1631200000000002,1.16316,0
20180911 002319983,1.16005,1.16009,0
20180918 173451140,1.16657,1.1669399999999999,0
20180905 032552943,1.15489,1.15496,0
20180926 210200990,1.17549,1.1755200000000001,0
20180925 005044323,1.17412,1.17418,0
20180926 232733473,1.17509,1.1751200000000002,0
20180926 063500093,1.1754200000000001,1.17545,0
20180924 112558180,1.17744,1.17747,0
20180920 084422610,1.1768299999999998,1.17687,0
20180919 175614723,1.1671200000000002,1.16743,0
20180905 094447123,1.16203,1.1620700000000002,0
20180905 202720537,1.16468,1.16472,0
20180918 060356467,1.16765,1.1676799999999998,0
20180924 041116237,1.17533,1.17535,0
20180913 044642223,1.1622700000000001,1.1623,0
20180904 092432577,1.15527,1.15531,0
20180905 061528653,1.15685,1.15689,0
20180930 183922937,1.16045,1.1605,0
20180919 032228323,1.16926,1.1693200000000001,0
20180919 110859537,1.1678600000000001,1.16788,0
20180926 141016807,1.1778,1.17782,0
20180926 085258327,1.17425,1.1743,0
20180905 200532787,1.16448,1.16452,0
20180910 025103203,1.15283,1.15288,0
20180928 053834247,1.1595,1.15955,0
20180911 065143917,1.1584,1.1584299999999998,0
20180910 033733693,1.1556600000000001,1.1557,0
20180905 173132810,1.1631799999999999,1.1633200000000001,0
20180924 093342947,1.18044,1.18048,0
20180910 095541380,1.16048,1.16054,0
20180918 060846713,1.16775,1.1677799999999998,0
20180912 085007650,1.15921,1.15927,0
20180925 161222950,1.1768399999999999,1.17687,0
20180921 035619473,1.17741,1.17745,0
20180906 181804610,1.16232,1.16246,0
20180906 215519820,1.16214,1.16219,0
20180906 065412217,1.16242,1.16244,0
20180906 101137673,1.1641299999999999,1.16419,0
20180904 121116303,1.1567,1.1567399999999999,0
20180906 103526170,1.16391,1.16395,0
20180913 113845157,1.16762,1.1676600000000001,0
20180926 113245823,1.1751200000000002,1.17515,0
20180906 001121257,1.16344,1.16347,0
20180913 150432880,1.16882,1.16888,0
20180913 172248360,1.16895,1.16914,0
20180927 164926093,1.16411,1.1641700000000001,0
20180907 025915523,1.16418,1.16421,0
20180919 052202807,1.17035,1.1703700000000001,0
20180905 211035530,1.1646100000000001,1.16464,0
20180918 224735853,1.16631,1.1663700000000001,0
20180927 151444107,1.16439,1.16442,0
20180913 063039957,1.1618600000000001,1.16191,0
20180912 035654443,1.1596600000000001,1.1596799999999998,0
20180904 024230380,1.15805,1.15808,0
20180919 102953273,1.16621,1.16625,0
20180926 143038037,1.17562,1.1756799999999998,0
20180905 231501763,1.1642299999999999,1.1642700000000001,0
20180914 104612973,1.16556,1.1656,0
20180910 035410690,1.15622,1.1562700000000001,0
20180928 103255227,1.15868,1.1587100000000001,0
20180919 102507540,1.1666,1.16667,0
20180911 175650797,1.1599,1.16006,0
20180905 194728290,1.16335,1.16336,0
20180924 065154483,1.17686,1.17692,0
20180911 063609667,1.15806,1.1581,0
20180924 213907350,1.1752,1.17523,0
20180918 170826643,1.16656,1.16706,0
20180927 232049543,1.16479,1.1648100000000001,0
20180921 050439467,1.1789,1.17896,0
20180906 104456437,1.16442,1.16444,0
20180907 145804407,1.15638,1.15642,0
20180920 023819657,1.16883,1.16888,0
20180925 124620227,1.17749,1.1775200000000001,0
20180912 052349680,1.1592799999999999,1.15933,0
20180903 230140910,1.15985,1.15988,0
20180913 025824243,1.16244,1.16248,0
20180907 081509473,1.16126,1.16131,0
20180911 225701260,1.15885,1.15889,0
20180906 084833200,1.16482,1.16483,0
20180911 101720130,1.15955,1.1596,0
20180913 041035230,1.16155,1.16157,0
20180910 210133267,1.15887,1.15891,0
20180903 071803540,1.16157,1.1616,0
20180919 193005210,1.1672,1.16723,0
20180904 111042310,1.15563,1.15567,0
20180903 235312403,1.16014,1.1602,0
20180926 035407880,1.17651,1.17655,0
20180907 121426447,1.1568399999999999,1.15689,0
20180910 031746697,1.15448,1.15452,0
20180920 103508597,1.17565,1.1756799999999998,0
20180904 081702600,1.1559,1.15595,0
20180906 030800747,1.16203,1.16206,0
20180907 082858470,1.16156,1.16161,0
20180911 114101367,1.15877,1.15879,0
20180907 071127983,1.16177,1.16181,0
20180926 153613530,1.17535,1.17539,0
20180914 052859513,1.17028,1.17032,0
20180927 110537137,1.1672200000000001,1.16727,0
20180914 100109493,1.16658,1.1666299999999998,0
20180919 020207080,1.16828,1.16832,0
20180911 025502207,1.16242,1.16245,0
20180926 052807350,1.1763700000000001,1.17641,0
20180913 071333200,1.16276,1.1628100000000001,0
20180912 230450027,1.16321,1.16327,0
20180926 033536367,1.1768,1.1768299999999998,0
20180927 075530660,1.17022,1.17025,0
20180910 114414863,1.16055,1.16057,0
20180924 092358697,1.1809100000000001,1.18096,0
20180925 061023530,1.17624,1.1762700000000001,0
20180928 054818747,1.1596,1.15964,0
20180917 182805293,1.16854,1.1686,0
20180917 202403030,1.1674,1.16743,0
20180918 022216503,1.1710200000000002,1.17106,0
20180926 213029737,1.17435,1.17439,0
20180924 090644963,1.178,1.17805,0
20180905 082957133,1.15812,1.15818,0
20180906 161114877,1.16257,1.1626100000000001,0
20180928 110101957,1.16126,1.16129,0
20180918 040729977,1.1683700000000001,1.1684,0
20180910 122523357,1.16022,1.16024,0
20180913 090539680,1.16762,1.16767,0
20180905 023326433,1.1574,1.15744,0
20180905 061034653,1.15714,1.15716,0
20180927 040105940,1.17052,1.17057,0
20180924 105026700,1.1781,1.17814,0
20180905 000308203,1.1596600000000001,1.1597,0
20180912 113117393,1.16395,1.164,0
20180918 201301873,1.1673799999999999,1.16743,0
20180902 180759150,1.15947,1.15983,0
20180927 100013397,1.16846,1.16848,0
20180906 053217713,1.16266,1.1627,0
20180917 080017117,1.1666299999999998,1.16668,0
20180925 210114163,1.17602,1.1760700000000002,0
20180906 131221650,1.16193,1.16195,0
20180911 140021590,1.1592799999999999,1.15933,0
20180920 111242340,1.17577,1.17579,0
20180911 091600157,1.1586,1.15862,0
20180919 214804943,1.16801,1.1680700000000002,0
20180926 145952050,1.17608,1.17613,0
20180904 014501887,1.16078,1.16082,0
20180912 024349207,1.1585299999999998,1.15858,0
20180921 083111197,1.17608,1.17614,0
20180910 063106167,1.15743,1.1574799999999998,0
20180920 153335307,1.17835,1.17839,0
20180927 105801637,1.1682,1.16825,0
20180919 003635340,1.16746,1.16749,0
20180920 110009093,1.1750399999999999,1.17508,0
20180910 211416267,1.1585299999999998,1.15855,0
20180912 015042717,1.15866,1.1587,0
20180927 105807387,1.16832,1.16835,0
20180904 124539813,1.1577,1.15772,0
20180928 020419773,1.16477,1.16482,0
20180903 063249047,1.1610200000000002,1.16106,0
20180906 133758647,1.16149,1.16152,0
20180903 210317177,1.16003,1.16009,0
20180924 133607663,1.17565,1.1756799999999998,0
20180903 000900850,1.15977,1.15982,0
20180907 104609947,1.15777,1.1578,0
20180902 213259873,1.1591,1.15915,0
20180903 213110673,1.15991,1.1599700000000002,0
20180912 034140197,1.15998,1.16002,0
20180911 041723693,1.16256,1.1626,0
20180906 095047693,1.16393,1.16398,0
20180913 033650237,1.16202,1.16206,0
20180927 102852143,1.16939,1.1694200000000001,0
20180927 150258123,1.1661,1.16614,0
20180927 075324660,1.17014,1.1701700000000002,0
20180912 111944147,1.16476,1.1648100000000001,0
20180924 052605977,1.17685,1.17687,0
20180914 125622957,1.1638700000000002,1.16392,0
