X,Y,T
0.3458365621679255,0.227656011770486,0.0
-17.861388426606887,-20.138611573393113,1.0
-10.40942367845057,-25.59057632154943,1.0
-11.03763718386821,-22.962362816131787,1.0
-14.107889173627179,-17.892110826372818,1.0
-14.028007713337932,-15.971992286662068,1.0
-11.595801632058418,-16.404198367941582,1.0
-4.076007551458316,-21.92399244854168,1.0
-5.6977240563354625,-18.302275943664533,1.0
-4.863421592490214,-17.136578407509788,1.0
-8.887007932025266,-11.112992067974737,1.0
-3.304103981718748,-14.695896018281253,1.0
-5.458710366729405,-10.541289633270594,1.0
-4.645708984428137,-9.354291015571864,1.0
0.4005897491523109,-12.40058974915231,1.0
1.0313183511672497,-11.031318351167249,1.0
-1.6152712017419681,-6.384728798258033,1.0
3.984715041665456,-9.984715041665458,1.0
3.315840073715677,-7.315840073715678,1.0
6.504253307341522,-8.504253307341521,1.0
9.984068064214265,-9.984068064214265,-1.0
1.0675822290706074,0.9324177709293926,-1.0
9.086653072232442,-5.0866530722324415,-1.0
3.771436302022144,2.2285636979778563,-1.0
13.59372933684994,-5.5937293368499414,-1.0
13.945728021253274,-3.9457280212532715,-1.0
7.023999518766353,4.976000481233647,-1.0
15.909828774553013,-1.9098287745530131,-1.0
11.837128559393596,4.162871440606404,-1.0
10.770330049407683,7.229669950592316,-1.0
14.84742883582088,5.15257116417912,-1.0
16.90228338565901,5.097716614340988,-1.0
20.70726683453921,3.2927331654607883,-1.0
22.445970525564505,3.554029474435493,-1.0
16.168472509832142,11.831527490167856,-1.0
20.365124765434608,9.634875234565396,-1.0
20.51484063454416,11.48515936545584,-1.0
19.63031543701076,14.36968456298924,-1.0
19.941450306217803,16.058549693782197,-1.0
26.207801411387248,11.792198588612747,-1.0
-18.972619658749963,-0.520226483750677,0.0
-17.015061357059924,-17.728895572921356,0.0
-16.090168417156672,-15.4671369083366,0.0
-15.863910516462035,-2.1774317366074243,0.0
-14.165440247332112,-12.518396290018305,0.0
-13.388388181404347,-8.562565460339142,0.0
-12.38843118577889,-7.950394584874441,0.0
-11.488066996617928,-6.143196040584866,0.0
-10.406528426559683,-6.528187307843464,0.0
-9.97202025728281,-0.27979742717188616,0.0
-8.113260109901683,-7.98065901088487,0.0
-7.099466677797015,-7.204266577623883,0.0
-6.7349610352833995,-1.8552727530161988,0.0
-5.087585902611247,-5.474484584332519,0.0
-4.374251967447759,-3.128740162761205,0.0
-3.1427773289113707,-3.428890684354516,0.0
-2.9377515016191085,-0.18674549514267424,0.0
-1.7554873311115906,-0.4890253377768186,0.0
-0.4239932451986281,-0.5760067548013719,0.0
0.18086733514465456,0.0,2.0
1.5407166597884872,0.5407166597884872,2.0
2.8708958645195373,1.7417917290390739,2.0
3.255360849334774,0.7660825480043223,2.0
4.5073241375245425,2.029296550098175,2.0
5.394893800617048,1.97446900308524,2.0
6.643826718254213,3.862960309525283,2.0
7.558400528084108,3.9088036965887527,2.0
8.699674509449903,5.597396075599228,2.0
9.757329772015368,6.815967948138317,2.0
10.341510238553123,3.4151023855312577,2.0
11.21089235741596,2.3198159315755698,2.0
12.06749320190643,0.8099184228771725,2.0
13.870629796603394,11.318187355844117,2.0
14.588656469533365,8.24119057346711,2.0
15.072298532888912,1.0844779933336564,2.0
16.886801964070088,14.188831425121467,2.0
17.286250585760776,4.866259957933162,2.0
18.204460339198548,3.6802861055737663,2.0
19.801846095810056,15.235075820391094,2.0
